"時間軸(年次) コード","時間軸(年次) 補助コード","時間軸(年次)","都道府県・市部－郡部－市区町村別 コード","都道府県・市部－郡部－市区町村別 補助コード","都道府県・市部－郡部－市区町村別","/人口動態総覧","出生数【人】","2500g未満出生数【人】","死亡数【人】","乳児（１歳未満）死亡数【人】","新生児（生後4週未満）死亡数【人】","自然死産数【胎】","人工死産数【胎】","周産期死亡数【胎・人】","妊娠満22週以後の死産数【胎】","早期新生児（生後1週未満）死亡数【人】","婚姻件数【組】","離婚件数【組】"
"2018000000","","2018年","06323","","朝日町","","34","1","143","-","-","-","-","-","-","-","18","5"
"2018000000","","2018年","06324","","大江町","","33","4","149","-","-","-","-","-","-","-","25","3"
"2018000000","","2018年","06341","","大石田町","","26","3","123","-","-","-","-","-","-","-","19","9"
"2018000000","","2018年","06361","","金山町","","24","4","91","-","-","2","-","-","-","-","8","12"
"2018000000","","2018年","06362","","最上町","","41","5","138","-","-","-","1","-","-","-","25","10"
"2018000000","","2018年","06363","","舟形町","","18","2","119","-","-","-","-","-","-","-","14","6"
"2018000000","","2018年","06364","","真室川町","","37","3","158","1","1","-","-","1","-","1","20","12"
"2018000000","","2018年","06365","","大蔵村","","18","2","64","1","-","1","-","1","1","-","6","7"
"2018000000","","2018年","06366","","鮭川村","","22","1","72","-","-","-","-","-","-","-","17","6"
"2018000000","","2018年","06367","","戸沢村","","21","2","100","-","-","-","-","-","-","-","16","5"
"2018000000","","2018年","06381","","高畠町","","133","13","342","-","-","-","2","-","-","-","88","40"
"2018000000","","2018年","06382","","川西町","","74","7","266","-","-","-","1","-","-","-","46","19"
"2018000000","","2018年","06401","","小国町","","36","4","136","-","-","-","1","-","-","-","19","7"
"2018000000","","2018年","06402","","白鷹町","","65","10","243","-","-","-","-","-","-","-","43","21"
"2018000000","","2018年","06403","","飯豊町","","46","3","130","-","-","-","-","-","-","-","25","11"
"2018000000","","2018年","06426","","三川町","","69","7","124","-","-","-","-","-","-","-","31","9"
"2018000000","","2018年","06428","","庄内町","","125","5","292","-","-","-","1","-","-","-","64","20"
"2018000000","","2018年","06461","","遊佐町","","75","7","256","-","-","3","-","-","-","-","39","8"
"2018000000","","2018年","07000","","福島県","","12,495","1,126","24,747","28","10","144","122","49","44","5","7,685","3,084"
"2018000000","","2018年","07010","","市部","","10,297","926","18,892","23","7","119","99","40","36","4","6,357","2,562"
"2018000000","","2018年","07020","","郡部","","2,198","200","5,855","5","3","25","23","9","8","1","1,328","522"
"2018000000","","2018年","07201","","福島市","","1,872","150","3,295","5","1","14","13","3","2","1","1,215","419"
"2018000000","","2018年","07202","","会津若松市","","833","74","1,550","1","1","5","6","2","1","1","462","205"
"2018000000","","2018年","07203","","郡山市","","2,511","236","3,408","2","-","36","28","13","13","-","1,566","658"
"2018000000","","2018年","07204","","いわき市","","2,134","192","4,301","6","1","32","17","10","10","-","1,370","571"
"2018000000","","2018年","07205","","白河市","","435","42","669","2","1","5","2","4","3","1","269","99"
"2018000000","","2018年","07207","","須賀川市","","570","48","938","3","2","5","4","1","1","-","314","116"
"2018000000","","2018年","07208","","喜多方市","","300","19","803","1","-","2","4","-","-","-","165","61"
"2018000000","","2018年","07209","","相馬市","","265","29","464","2","-","1","3","-","-","-","164","71"
"2018000000","","2018年","07210","","二本松市","","339","36","776","-","-","5","6","2","2","-","199","72"
"2018000000","","2018年","07211","","田村市","","213","23","581","-","-","5","3","2","2","-","119","44"
"2018000000","","2018年","07212","","南相馬市","","319","33","865","-","-","6","9","1","1","-","235","108"
"2018000000","","2018年","07213","","伊達市","","298","20","891","-","-","1","1","-","-","-","160","80"
"2018000000","","2018年","07214","","本宮市","","208","24","351","1","1","2","3","2","1","1","119","58"
"2018000000","","2018年","07301","","桑折町","","61","8","185","-","-","-","1","-","-","-","33","16"
"2018000000","","2018年","07303","","国見町","","29","5","135","-","-","-","1","-","-","-","18","13"
"2018000000","","2018年","07308","","川俣町","","52","1","242","-","-","-","-","-","-","-","37","15"
"2018000000","","2018年","07322","","大玉村","","95","6","103","1","1","-","-","-","-","-","40","12"
"2018000000","","2018年","07342","","鏡石町","","94","8","135","-","-","1","-","-","-","-","42","20"
"2018000000","","2018年","07344","","天栄村","","28","3","105","-","-","-","-","-","-","-","20","7"
"2018000000","","2018年","07362","","下郷町","","20","1","107","-","-","-","1","-","-","-","10","8"
"2018000000","","2018年","07364","","檜枝岐村","","4","-","9","-","-","-","-","-","-","-","-","2"
"2018000000","","2018年","07367","","只見町","","19","3","73","-","-","-","-","-","-","-","10","4"
"2018000000","","2018年","07368","","南会津町","","68","11","284","1","-","-","1","-","-","-","48","17"
"2018000000","","2018年","07402","","北塩原村","","14","2","50","-","-","-","-","-","-","-","12","10"
"2018000000","","2018年","07405","","西会津町","","25","1","156","-","-","-","-","-","-","-","13","6"
"2018000000","","2018年","07407","","磐梯町","","24","3","51","-","-","1","1","1","1","-","19","1"
"2018000000","","2018年","07408","","猪苗代町","","90","7","239","-","-","2","-","2","2","-","50","21"
"2018000000","","2018年","07421","","会津坂下町","","84","7","260","-","-","-","1","-","-","-","58","26"
"2018000000","","2018年","07422","","湯川村","","23","-","54","-","-","-","1","-","-","-","6","3"
"2018000000","","2018年","07423","","柳津町","","17","2","59","-","-","-","-","-","-","-","12","-"
"2018000000","","2018年","07444","","三島町","","9","1","38","1","1","-","-","-","-","-","2","-"
"2018000000","","2018年","07445","","金山町","","9","-","51","-","-","-","-","-","-","-","4","-"
"2018000000","","2018年","07446","","昭和村","","4","-","37","-","-","-","-","-","-","-","3","-"
"2018000000","","2018年","07447","","会津美里町","","110","8","370","-","-","2","-","1","1","-","68","24"
"2018000000","","2018年","07461","","西郷村","","138","15","228","-","-","1","-","1","1","-","109","26"
"2018000000","","2018年","07464","","泉崎村","","41","5","69","-","-","-","1","-","-","-","20","12"
"2018000000","","2018年","07465","","中島村","","29","-","75","-","-","1","2","-","-","-","14","6"
"2018000000","","2018年","07466","","矢吹町","","126","14","220","1","1","1","1","2","1","1","70","27"
"2018000000","","2018年","07481","","棚倉町","","83","10","216","-","-","2","1","2","2","-","66","15"
"2018000000","","2018年","07482","","矢祭町","","35","5","120","-","-","-","-","-","-","-","19","7"
"2018000000","","2018年","07483","","塙町","","39","3","117","-","-","2","-","-","-","-","34","8"
"2018000000","","2018年","07484","","鮫川村","","16","-","63","1","-","-","-","-","-","-","6","6"
"2018000000","","2018年","07501","","石川町","","68","6","217","-","-","1","3","-","-","-","61","22"
"2018000000","","2018年","07502","","玉川村","","47","2","98","-","-","-","-","-","-","-","20","6"
"2018000000","","2018年","07503","","平田村","","20","1","85","-","-","-","-","-","-","-","22","13"
"2018000000","","2018年","07504","","浅川町","","37","5","101","-","-","1","1","-","-","-","18","13"
"2018000000","","2018年","07505","","古殿町","","22","4","93","-","-","-","1","-","-","-","13","6"
"2018000000","","2018年","07521","","三春町","","92","3","240","-","-","1","2","-","-","-","40","21"
"2018000000","","2018年","07522","","小野町","","52","4","164","-","-","1","1","-","-","-","27","18"
"2018000000","","2018年","07541","","広野町","","27","1","68","-","-","1","-","-","-","-","10","2"
"2018000000","","2018年","07542","","楢葉町","","45","3","83","-","-","-","1","-","-","-","42","12"
"2018000000","","2018年","07543","","富岡町","","71","8","141","-","-","-","1","-","-","-","33","23"
"2018000000","","2018年","07544","","川内村","","2","1","50","-","-","-","-","-","-","-","6","2"
"2018000000","","2018年","07545","","大熊町","","82","14","117","-","-","2","1","-","-","-","43","16"
"2018000000","","2018年","07546","","双葉町","","39","4","63","-","-","-","-","-","-","-","22","8"
"2018000000","","2018年","07547","","浪江町","","102","9","246","-","-","3","-","-","-","-","71","30"
"2018000000","","2018年","07548","","葛尾村","","9","-","27","-","-","1","-","-","-","-","5","4"
"2018000000","","2018年","07561","","新地町","","58","6","116","-","-","-","-","-","-","-","32","11"
"2018000000","","2018年","07564","","飯舘村","","39","-","95","-","-","1","-","-","-","-","20","3"
"2018000000","","2018年","08000","","茨城県","","19,368","1,830","32,927","51","24","204","216","93","74","19","12,332","4,751"
"2018000000","","2018年","08010","","市部","","17,922","1,695","29,408","48","23","191","193","86","68","18","11,410","4,368"
"2018000000","","2018年","08020","","郡部","","1,446","135","3,519","3","1","13","23","7","6","1","922","383"
"2018000000","","2018年","08201","","水戸市","","2,203","209","2,787","5","5","28","25","13","9","4","1,402","467"
"2018000000","","2018年","08202","","日立市","","1,038","102","2,107","3","2","8","11","6","4","2","770","229"
"2018000000","","2018年","08203","","土浦市","","965","67","1,555","2","-","5","16","4","4","-","699","282"
"2018000000","","2018年","08204","","古河市","","909","84","1,571","-","-","14","12","6","6","-","603","267"
"2018000000","","2018年","08205","","石岡市","","447","52","1,010","1","1","1","8","-","-","-","259","121"
"2018000000","","2018年","08207","","結城市","","298","44","665","3","2","6","2","2","1","1","187","82"
"2018000000","","2018年","08208","","龍ケ崎市","","458","52","729","1","1","2","5","2","1","1","269","123"
"2018000000","","2018年","08210","","下妻市","","260","22","511","1","-","3","5","1","1","-","175","81"
"2018000000","","2018年","08211","","常総市","","321","28","780","1","-","7","8","3","3","-","239","96"
"2018000000","","2018年","08212","","常陸太田市","","226","15","796","-","-","3","1","-","-","-","126","70"
"2018000000","","2018年","08214","","高萩市","","163","16","400","-","-","2","4","-","-","-","87","33"
"2018000000","","2018年","08215","","北茨城市","","229","15","594","-","-","4","1","-","-","-","148","60"
"2018000000","","2018年","08216","","笠間市","","449","46","972","1","-","7","3","3","3","-","311","115"
"2018000000","","2018年","08217","","取手市","","619","68","1,214","2","-","7","9","2","2","-","399","168"
"2018000000","","2018年","08219","","牛久市","","566","44","710","1","-","5","5","2","2","-","338","150"
"2018000000","","2018年","08220","","つくば市","","2,196","173","1,684","5","3","18","15","8","5","3","1,312","367"
"2018000000","","2018年","08221","","ひたちなか市","","1,179","110","1,450","3","1","17","12","11","10","1","782","272"
"2018000000","","2018年","08222","","鹿嶋市","","478","49","691","1","1","4","4","4","3","1","313","126"
"2018000000","","2018年","08223","","潮来市","","165","14","363","-","-","2","3","-","-","-","107","40"
"2018000000","","2018年","08224","","守谷市","","607","48","400","-","-","9","4","3","3","-","359","99"
"2018000000","","2018年","08225","","常陸大宮市","","226","24","655","-","-","1","4","-","-","-","119","61"
"2018000000","","2018年","08226","","那珂市","","359","39","710","3","1","4","1","3","2","1","201","90"
"2018000000","","2018年","08227","","筑西市","","630","66","1,255","7","3","4","7","4","2","2","419","169"
"2018000000","","2018年","08228","","坂東市","","303","26","652","2","2","1","3","2","1","1","183","91"
"2018000000","","2018年","08229","","稲敷市","","161","11","626","-","-","4","1","-","-","-","117","74"
"2018000000","","2018年","08230","","かすみがうら市","","258","20","516","-","-","2","4","-","-","-","151","65"
"2018000000","","2018年","08231","","桜川市","","179","13","687","-","-","-","3","-","-","-","114","55"
"2018000000","","2018年","08232","","神栖市","","821","101","888","2","1","12","8","5","4","1","508","210"
"2018000000","","2018年","08233","","行方市","","169","25","573","-","-","2","3","-","-","-","95","42"
"2018000000","","2018年","08234","","鉾田市","","230","20","723","-","-","1","2","-","-","-","171","77"
"2018000000","","2018年","08235","","つくばみらい市","","474","50","505","1","-","3","2","-","-","-","231","92"
"2018000000","","2018年","08236","","小美玉市","","336","42","629","3","-","5","2","2","2","-","216","94"
"2018000000","","2018年","08302","","茨城町","","168","16","460","-","-","3","1","-","-","-","118","48"
"2018000000","","2018年","08309","","大洗町","","66","5","250","-","-","-","1","-","-","-","39","16"
"2018000000","","2018年","08310","","城里町","","70","6","309","1","-","2","2","1","1","-","59","19"
"2018000000","","2018年","08341","","東海村","","280","31","347","1","1","2","3","3","2","1","194","30"
"2018000000","","2018年","08364","","大子町","","67","3","386","-","-","-","1","-","-","-","50","25"
"2018000000","","2018年","08442","","美浦村","","79","6","196","-","-","-","-","-","-","-","58","34"
"2018000000","","2018年","08443","","阿見町","","324","33","522","-","-","4","4","2","2","-","193","87"
"2018000000","","2018年","08447","","河内町","","36","3","136","-","-","-","1","-","-","-","20","18"
